$0, $thruProtocol, $thruWebServer, $thruWDisk, $thruCGIAPP, $thruWebReply, $thruGetObjects, $thruProtReply, $thruDBProcess, $thruDBOpt, $N, $uProtocol, $uWebServer, $uWDisk, $uCGIAPP, $uWebReply, $uGetObjects, $uProtReplly, $uDBProcess, $uDBOpt, $N, $wUser, $wProtocol, $wSendStatic
11, 0.0366746, 0.0391905, 0.0320766, 0.0039219, 0.0365399, 0.0125824, 0.627486, 0.0106805, 0.0504256, 11, 7.8851, 1.02437, 0.00320766, 0.399889, 0.489899, 0.0172351, 0.280259, 0.258436, 0.00504256, 11, 84.9334, 186.275, 0
12, 0.0367595, 0.0368027, 0.0322528, 0.00368102, 0.0368943, 0.0118249, 0.627531, 0.0100952, 0.0479393, 12, 8.71077, 0.960364, 0.00322528, 0.374833, 0.485743, 0.0160504, 0.276242, 0.244275, 0.00479393, 12, 89.4798, 210.018, 0.00104963
13, 0.036919, 0.0370571, 0.0324238, 0.0037081, 0.0371033, 0.0118616, 0.629132, 0.0101583, 0.0481797, 13, 8.88832, 0.962212, 0.00324238, 0.376884, 0.488536, 0.0161225, 0.2775, 0.245801, 0.00481797, 13, 111.37, 213.84, 0
14, 0.0371258, 0.037117, 0.034674, 0.00371154, 0.0399362, 0.011789, 0.66964, 0.0101693, 0.0482493, 14, 9.09009, 0.894585, 0.0034674, 0.377538, 0.526702, 0.0161726, 0.296365, 0.246066, 0.00482493, 14, 132.251, 219.884, 0
15, 0.0395322, 0.0394541, 0.0343883, 0.0039437, 0.0393406, 0.0126013, 0.6667, 0.0107994, 0.0512371, 15, 9.23749, 0.95707, 0.00343883, 0.403556, 0.532829, 0.0174366, 0.29924, 0.261314, 0.00512371, 15, 145.768, 208.572, 0.000300282
16, 0.0393692, 0.0393175, 0.0343672, 0.00393103, 0.0393206, 0.0125849, 0.667077, 0.0107725, 0.0511154, 16, 9.34068, 0.954926, 0.00343672, 0.402361, 0.531856, 0.0174057, 0.299129, 0.260664, 0.00511154, 16, 169.15, 212.118, 0.000117078
17, 0.039335, 0.0366105, 0.0343402, 0.00365907, 0.0394873, 0.0117283, 0.663265, 0.0101018, 0.0482307, 17, 10.0871, 0.89286, 0.00343402, 0.373972, 0.524342, 0.0160635, 0.293136, 0.244434, 0.00482307, 17, 175.744, 233.082, 0.00540196
18, 0.0392555, 0.0368942, 0.0344909, 0.0036874, 0.0396686, 0.0117597, 0.664074, 0.0101638, 0.0484559, 18, 10.0642, 0.895698, 0.00344909, 0.376208, 0.527141, 0.016128, 0.2941, 0.245934, 0.00484559, 18, 202.157, 232.857, 0.00432216
19, 0.0392941, 0.0395745, 0.0345217, 0.00395667, 0.0395096, 0.0126013, 0.667857, 0.0108258, 0.0512974, 19, 9.48612, 0.957485, 0.00345217, 0.404359, 0.534868, 0.0174535, 0.300092, 0.261953, 0.00512974, 19, 242.12, 216.143, 0
20, 0.0395193, 0.039405, 0.034403, 0.00393799, 0.0393581, 0.0126052, 0.667667, 0.0107911, 0.0512101, 20, 9.62933, 0.957431, 0.0034403, 0.403173, 0.532979, 0.0174418, 0.299559, 0.261113, 0.00512101, 20, 262.421, 218.55, 0.000371466
21, 0.0393667, 0.0393646, 0.0319855, 0.00393662, 0.0363675, 0.0126917, 0.624289, 0.0107869, 0.0511783, 21, 9.6464, 1.0392, 0.00319855, 0.402743, 0.492607, 0.0173956, 0.279346, 0.261011, 0.00511783, 21, 288.406, 217.776, 0.00110442
22, 0.0369128, 0.0370026, 0.0324635, 0.00370165, 0.0371531, 0.0118621, 0.63059, 0.0101474, 0.048138, 22, 9.66221, 0.962802, 0.00324635, 0.376462, 0.489094, 0.0161239, 0.278013, 0.245539, 0.0048138, 22, 334.241, 234.828, 0
23, 0.0371345, 0.0371913, 0.0324946, 0.0037199, 0.0371795, 0.0118974, 0.63035, 0.0101908, 0.048345, 23, 9.70167, 0.966887, 0.00324946, 0.378232, 0.490439, 0.0161834, 0.278288, 0.246589, 0.0048345, 23, 358.113, 234.372, 0
24, 0.0371825, 0.0396922, 0.0323702, 0.00397113, 0.0368836, 0.0126802, 0.631279, 0.0108007, 0.0509379, 24, 9.17397, 1.03478, 0.00323702, 0.404432, 0.49589, 0.0174165, 0.282941, 0.261345, 0.00509379, 24, 398.737, 218.087, 0
25, 0.037093, 0.0394395, 0.0322401, 0.00394615, 0.036725, 0.0126578, 0.630738, 0.0107438, 0.0507146, 25, 9.23234, 1.03294, 0.00322401, 0.402568, 0.493439, 0.0173637, 0.282134, 0.25997, 0.00507146, 25, 425.084, 220.238, 0
26, 0.0370689, 0.0369171, 0.0323546, 0.00369248, 0.0370104, 0.0118626, 0.62955, 0.0101266, 0.0480885, 26, 9.8252, 0.964625, 0.00323546, 0.376135, 0.48789, 0.0161151, 0.277353, 0.245034, 0.00480885, 26, 436.344, 238.193, 0.00106136
27, 0.037006, 0.0371539, 0.0325081, 0.00371783, 0.0371999, 0.0118925, 0.630764, 0.0101848, 0.0483052, 27, 9.76977, 0.965686, 0.00325081, 0.377972, 0.490355, 0.0161767, 0.278423, 0.246443, 0.00483052, 27, 465.607, 237.06, 0
28, 0.0371965, 0.0371921, 0.0347578, 0.00371904, 0.0400345, 0.0118124, 0.671243, 0.0101898, 0.0483471, 28, 9.82341, 0.896933, 0.00347578, 0.378387, 0.528489, 0.0162154, 0.297254, 0.246564, 0.00483471, 28, 488.664, 239.114, 0
29, 0.0395901, 0.0395463, 0.0344658, 0.00395292, 0.0394288, 0.0126298, 0.668159, 0.0108245, 0.0513563, 29, 9.84548, 0.959951, 0.00344658, 0.404609, 0.534621, 0.0174885, 0.3001, 0.26192, 0.00513563, 29, 483.82, 223.549, 0.000343484
30, 0.0394479, 0.0393899, 0.034431, 0.00393824, 0.0393937, 0.0126083, 0.668326, 0.0107924, 0.0512095, 30, 9.86161, 0.957213, 0.0034431, 0.403187, 0.53329, 0.0174479, 0.299847, 0.261144, 0.00512095, 30, 510.506, 224.839, 0.000117156
31, 0.0393967, 0.036641, 0.0343811, 0.00366228, 0.0395346, 0.0117396, 0.664064, 0.0101113, 0.0482791, 31, 10.5363, 0.893992, 0.00343811, 0.374362, 0.525251, 0.0160844, 0.293571, 0.244665, 0.00482791, 31, 519.427, 244.088, 0.00546919
32, 0.0392343, 0.0369243, 0.0345282, 0.00369054, 0.039712, 0.0117701, 0.664785, 0.0101729, 0.0485015, 32, 10.432, 0.896713, 0.00345282, 0.376574, 0.527964, 0.0161471, 0.294493, 0.246155, 0.00485015, 32, 549.724, 242.33, 0.00435825
33, 0.0395933, 0.0395521, 0.0344707, 0.0039535, 0.0394344, 0.0126316, 0.66825, 0.010826, 0.0513638, 33, 9.88778, 0.960132, 0.00344707, 0.404676, 0.534733, 0.0174918, 0.300154, 0.261958, 0.00513638, 33, 583.741, 224.595, 0.000346116
34, 0.0394533, 0.0393948, 0.0344354, 0.00393873, 0.0393986, 0.0126098, 0.66841, 0.0107937, 0.0512159, 34, 9.90012, 0.957368, 0.00344354, 0.403243, 0.533388, 0.0174507, 0.299896, 0.261176, 0.00512159, 34, 610.846, 225.78, 0.000117242
35, 0.0394012, 0.0366432, 0.0343841, 0.00366251, 0.039538, 0.0117404, 0.664122, 0.010112, 0.0482826, 35, 10.5714, 0.894074, 0.00343841, 0.37439, 0.525317, 0.0160859, 0.293602, 0.244681, 0.00482826, 35, 619.998, 244.949, 0.00547419
36, 0.0392326, 0.0369266, 0.0345311, 0.00369078, 0.0397153, 0.0117709, 0.664839, 0.0101736, 0.048505, 36, 10.4623, 0.896791, 0.00345311, 0.376602, 0.528027, 0.0161486, 0.294524, 0.246172, 0.0048505, 36, 650.931, 243.112, 0.00436097
37, 0.0395951, 0.0395559, 0.0344739, 0.00395388, 0.039438, 0.0126328, 0.66831, 0.0108271, 0.0513686, 37, 9.91559, 0.96025, 0.00344739, 0.404719, 0.534807, 0.0174939, 0.300189, 0.261983, 0.00513686, 37, 684.034, 225.284, 0.000347387
38, 0.0394569, 0.039398, 0.0344382, 0.00393905, 0.0394019, 0.0126109, 0.668466, 0.0107946, 0.0512201, 38, 9.92581, 0.957471, 0.00344382, 0.403281, 0.533452, 0.0174526, 0.299928, 0.261198, 0.00512201, 38, 711.516, 226.408, 0.00011731
39, 0.0394042, 0.0366446, 0.034386, 0.00366266, 0.0395403, 0.011741, 0.66416, 0.0101125, 0.0482849, 39, 10.5951, 0.894128, 0.0034386, 0.374409, 0.525361, 0.0160869, 0.293623, 0.244693, 0.00482849, 39, 720.861, 245.529, 0.00547758
40, 0.0390479, 0.0369078, 0.0322671, 0.00369154, 0.0368708, 0.0118578, 0.624307, 0.010174, 0.0484902, 40, 10.4428, 0.967208, 0.00322671, 0.376393, 0.489953, 0.016125, 0.275729, 0.24618, 0.00484902, 40, 756.948, 241.867, 0.00520275
